epoch,train_loss,train_phys,val_loss,val_phys
0,1.5264758234762223,0.30077139735849723,1.5085925218704102,0.003551907629913443
1,1.5402815327959858,0.003679173171273741,1.5436295149447796,0.00372881424561195
2,1.54130822168605,0.0033894302324623277,1.5013353749588654,0.002851342777493638
3,1.6162411737977789,0.0024888227805646415,1.691430026596481,0.0020935438881785453
4,1.7373725127935706,0.0016247982749908456,1.6037326751055416,0.001506825059803052
5,1.8306770166951916,0.0011894005202378998,1.850096555856558,0.0008864373201969546
6,1.9214339428924294,0.0009434565989685463,2.0154564362782224,0.0008052126249204484
7,1.9582980486932915,0.0008624392777295334,2.163686480555501,0.0006223621067719406
8,2.00390047494243,0.0007840733053151067,1.802176118135214,0.0008348568371584551
9,2.004133124000273,0.0007600159122266769,1.8992437380296248,0.0008188852654573704
10,2.019130877787701,0.0007310630268209176,1.9065116953540158,0.000769006877813812
11,2.02983070095529,0.0007103489497362563,1.9210855202241377,0.0007648058268790516
12,2.030702290195651,0.0007030761243918499,2.025101265707216,0.0006293478280214684
