epoch,train_loss,val_loss
0,12.355461195895547,19.421704292297363
1,12.330066003297505,19.420222282409668
2,12.291201767168547,19.424015045166016
3,12.264447061639084,19.470967292785645
4,12.233785679465846,19.49785804748535
5,12.21277810397901,19.548856735229492
6,12.224063471743936,19.620576858520508
7,12.177671507785195,19.558523178100586
8,12.131758137753135,19.652690887451172
9,12.04272060645254,20.033900260925293
10,11.965478018710488,20.081554412841797
11,11.852231653113114,20.757946014404297
12,11.61088285948101,20.403568267822266
13,11.518931489241751,20.4854154586792
14,11.10858282290007,22.65178108215332
15,10.74069153007708,20.49629497528076
16,10.26053446217587,21.235323905944824
17,10.009544774105674,21.85303783416748
18,10.119961650748001,20.241291046142578
19,9.756397548474764,21.29985809326172
20,9.600096319851122,19.32851791381836
21,10.204433554097227,20.06355571746826
22,9.424644834116885,20.125203132629395
23,8.811177190981413,19.83890438079834
24,8.489815341798883,20.267623901367188
25,8.444804116299277,19.667166709899902
26,7.991133112656443,19.87723731994629
27,7.826743314140721,20.174429893493652
28,7.528376579284668,20.099740982055664
29,7.465459911446822,20.296131134033203
30,7.2052350295217416,20.00711727142334
31,7.186722931108977,19.609127044677734
32,6.731174192930522,20.39579677581787
33,6.7678937911987305,20.23419952392578
34,6.585214840738397,20.59801197052002
35,6.58331130680285,20.18706703186035
36,6.824888731303968,20.191840171813965
37,7.465614343944349,21.213887214660645
38,6.768286278373317,20.458221435546875
39,7.420016790691175,20.455029487609863
40,7.06159950557508,20.425230979919434
test,7.691170734517715
